('raw', (6, 1e-06)), ((0.3743882544861338, -0.488584259030818), 0.44045676998368677, 0.4328482504552063)
('norm', (9, 1.0)), ((0.3776508972267537, -0.6366350336677502), 0.6533442088091354, 0.4878371232152301)
('raw', (9, 0.1)), ((0.3800978792822186, -0.2669262429276192), 0.4045676998368679, 0.4110830380961791)
('norm', (8, 1.0)), ((0.3817292006525285, -0.6480131751306755), 0.6541598694942904, 0.4851048827780716)
('raw', (9, 0.001)), ((0.3825448613376835, -0.4896239684313039), 0.42088091353996737, 0.43365280110661003)
('raw', (9, 1.0)), ((0.3833605220228385, -0.4311612528859705), 0.4159869494290375, 0.42460513500924524)
('raw', (9, 1e-06)), ((0.3849918433931484, -0.4037500687521858), 0.42495921696574224, 0.4500402275325702)
('raw', (8, 0.1)), ((0.38580750407830344, -0.40001492321381477), 0.4265905383360522, 0.4357135799681003)
('raw', (8, 0.001)), ((0.38662316476345837, -0.3840169267565405), 0.4282218597063622, 0.39917004248592036)
('raw', (9, 0.01)), ((0.3874388254486134, -0.38961739727654554), 0.4176182707993475, 0.419679026634861)
('raw', (10, 0.01)), ((0.3907014681892333, -0.829094198903838), 0.46574225122349105, 0.4660747808658094)
('norm', (4, 1e-06)), ((0.3907014681892333, -0.5974331104511692), 0.46737357259380097, 0.4719725013220518)
('norm', (4, 0.001)), ((0.3907014681892333, -0.6133139782124735), 0.46655791190864604, 0.4665961572360303)
('norm', (4, 0.01)), ((0.3915171288743883, -0.5729644240656502), 0.47716150081566067, 0.46130794993830426)
('raw', (8, 1e-06)), ((0.3931484502446982, -0.4719256852069605), 0.43148450244698205, 0.4546134628142335)
('norm', (7, 1.0)), ((0.3931484502446982, -0.6795584772023173), 0.6704730831973899, 0.49594570773841)
('norm', (4, 0.1)), ((0.3939641109298532, -0.7102449124888994), 0.5212071778140294, 0.4800810858452318)
('raw', (11, 1.0)), ((0.39641109298531807, -0.9358609057187498), 0.5081566068515497, 0.5005575394864991)
('raw', (11, 1e-06)), ((0.399673735725938, -0.9193386088446911), 0.49510603588907015, 0.49563143111211483)
('raw', (10, 0.1)), ((0.400489396411093, -0.6061171869178562), 0.4730831973898858, 0.45335723460414695)
('raw', (8, 0.01)), ((0.401305057096248, -0.4324837884274424), 0.42332789559543227, 0.4090222592346888)
('norm', (6, 1.0)), ((0.401305057096248, -0.680875853788669), 0.6818923327895595, 0.5013220518244316)
('raw', (10, 1e-06)), ((0.40293637846655794, -0.5246868685365002), 0.4429037520391517, 0.4369698081781868)
('raw', (10, 1.0)), ((0.40538336052202284, -0.8224613243415205), 0.499184339314845, 0.47673154826598163)
('raw', (10, 0.001)), ((0.4094616639477977, -0.7826293469304682), 0.4706362153344209, 0.47592699761457785)
('raw', (11, 0.1)), ((0.4102773246329527, -0.7780432096147636), 0.4820554649265905, 0.47798777647606816)
('raw', (11, 0.01)), ((0.4119086460032626, -0.753591792259243), 0.4722675367047308, 0.4907053227377306)
('raw', (11, 0.001)), ((0.41517128874388254, -0.8958522019216713), 0.49755301794453505, 0.5005575394864991)
('norm', (5, 1.0)), ((0.4176182707993475, -0.6768100731406641), 0.6949429037520392, 0.5200951877313591)
('raw', (5, 0.001)), ((0.44453507340946163, -0.6677972078096793), 0.5244698205546493, 0.5162392197270174)
('raw', (5, 1e-06)), ((0.45187601957585644, -0.5125127505764341), 0.5236541598694943, 0.5380044320860446)
('norm', (3, 0.1)), ((0.45187601957585644, -0.5675192392953048), 0.5938009787928221, 0.5421293848052177)
('raw', (5, 0.1)), ((0.45269168026101136, -0.6682948185663968), 0.5146818923327895, 0.5211653281014016)
('norm', (3, 0.001)), ((0.4526916802610114, -0.5130896720234706), 0.5106035889070146, 0.49391856160761505)
('norm', (3, 1e-06)), ((0.4535073409461664, -0.5139377400015019), 0.5122349102773246, 0.49391856160761505)
('norm', (3, 0.01)), ((0.4567699836867863, -0.5226490662735469), 0.5261011419249593, 0.5126916975145426)
('raw', (5, 1.0)), ((0.45840130505709625, -0.5730867710702221), 0.5244698205546493, 0.5330783237116603)
('raw', (5, 0.01)), ((0.45921696574225124, -0.651319856685519), 0.5285481239804242, 0.5211653281014016)
('norm', (4, 1.0)), ((0.46166394779771613, -0.6470669636041253), 0.7218597063621534, 0.5469769081614666)
('norm', (3, 1.0)), ((0.534257748776509, -0.5860266311148393), 0.7928221859706361, 0.6412832716375815)
('norm', (2, 0.001)), ((0.5717781402936378, -0.38569679979711424), 0.6133768352365416, 0.614401551207474)
('norm', (2, 1e-06)), ((0.5725938009787929, -0.3852672971669515), 0.6133768352365416, 0.614401551207474)
('norm', (2, 0.01)), ((0.5742251223491027, -0.4173193482872991), 0.6158238172920065, 0.614401551207474)
('norm', (2, 0.1)), ((0.5766721044045677, -0.32060533299024896), 0.6394779771615008, 0.6116693107703155)
('norm', (2, 1.0)), ((0.5831973898858075, -0.4907293554365213), 0.7928221859706363, 0.6733650625771197)
('raw', (4, 0.1)), ((0.5889070146818923, -0.22551944601193882), 0.6386623164763459, 0.7285135573842223)
('raw', (4, 1.0)), ((0.5913539967373573, -0.22232030885788748), 0.636215334420881, 0.7301226586870297)
('raw', (4, 0.001)), ((0.5929853181076672, -0.42985673742981445), 0.6313213703099511, 0.7313788868971163)
('raw', (4, 1e-06)), ((0.598694942903752, -0.23925462128650854), 0.6443719412724307, 0.73218343754852)
('raw', (4, 0.01)), ((0.6011419249592169, -0.31611410344376517), 0.632137030995106, 0.7166005617739636)
('raw', (3, 1e-06)), ((0.7210440456769984, -0.7365323818782151), 0.9094616639477977, 0.9990966448826345)
('raw', (3, 0.001)), ((0.7226753670473083, -0.734815213624101), 0.9102773246329526, 0.99210975764676)
('raw', (3, 0.01)), ((0.7234910277324633, -0.7343026622823494), 0.9135399673735727, 0.9962313153697404)
('raw', (3, 1.0)), ((0.7243066884176182, -0.7196416791304231), 0.9233278955954323, 0.9938176634155292)
('raw', (3, 0.1)), ((0.7243066884176184, -0.7337231122753954), 0.9168026101141925, 0.9905006563439525)
('raw', (2, 1.0)), ((0.765089722675367, -0.6502851723971106), 0.9959216965742251, 1.002865329512894)
('raw', (2, 0.01)), ((0.7765089722675367, -0.7069203768490133), 1.0, 1.0008045506514038)
('raw', (2, 1e-06)), ((0.7805872756933117, -0.7060916289802975), 0.999184339314845, 1.0008045506514038)
('raw', (2, 0.001)), ((0.7838499184339314, -0.705965374602734), 0.9991843393148451, 1.0036698801642978)
('raw', (2, 0.1)), ((0.7928221859706363, -0.7288834934563153), 0.9902120717781402, 1.005730659025788)
('norm', (1, 1.0)), ((0.7960848287112561, -0.6403417981331382), 1.0, 1.0)
('norm', (1, 0.1)), ((0.8075040783034257, -0.563043889379668), 1.0, 1.0)
('raw', (1, 1e-06)), ((0.8107667210440457, -0.9783275464674575), 1.0, 1.0)
('raw', (1, 0.001)), ((0.8107667210440457, -0.9783275512911124), 1.0, 1.0)
('raw', (1, 0.01)), ((0.8107667210440457, -0.9783275947806612), 1.0, 1.0)
('raw', (1, 0.1)), ((0.8107667210440457, -0.9783280318050237), 1.0, 1.0)
('raw', (1, 1.0)), ((0.8107667210440457, -0.9783323838742044), 1.0, 1.0)
('norm', (1, 0.01)), ((0.8123980424143555, -0.5674307510077506), 1.0, 1.0)
('norm', (1, 1e-06)), ((0.8140293637846656, -0.5666205798779165), 1.0, 1.0)
('norm', (1, 0.001)), ((0.8140293637846656, -0.5667283502783664), 1.0, 1.0)
