('norm', (11, 0.001)), ((0.27161500815660683, -0.5498527277761485), 0.28792822185970635, 0.32152300370174514)
('norm', (11, 1e-06)), ((0.2724306688417618, -0.43632266055187996), 0.28711256117455136, 0.31614665961572364)
('norm', (10, 0.001)), ((0.27814029363784665, -0.6969194179631772), 0.29771615008156604, 0.3378283095364005)
('norm', (10, 1e-06)), ((0.2797716150081566, -0.579627448145144), 0.2969004893964111, 0.3379164463246959)
('norm', (11, 0.01)), ((0.2814029363784666, -0.5934706880704752), 0.31158238172920066, 0.2999294905693637)
('norm', (10, 0.01)), ((0.28874388254486133, -0.48138954878143925), 0.3254486133768352, 0.2999294905693637)
('norm', (9, 1e-06)), ((0.2903752039151713, -0.2677646656523567), 0.30505709624796085, 0.3189670368411775)
('norm', (9, 0.001)), ((0.2936378466557912, -0.36189371232911904), 0.3083197389885807, 0.30274986779481755)
('norm', (9, 0.01)), ((0.30261011419249595, -0.6194824775620043), 0.3368678629690049, 0.3240789705623127)
('norm', (8, 0.001)), ((0.3164763458401305, -1.0011085873526235), 0.3401305057096248, 0.3242552441389036)
('norm', (8, 1e-06)), ((0.3197389885807504, -0.973550438576475), 0.3433931484502447, 0.3296315882249251)
('norm', (10, 0.1)), ((0.32218597063621535, -0.5198890054994354), 0.41272430668841764, 0.37775427463423233)
('norm', (11, 0.1)), ((0.32381729200652526, -0.5311256787987332), 0.4110929853181077, 0.36973382689934775)
('norm', (7, 1e-06)), ((0.3262642740619902, -0.5302372342585335), 0.36052202283849916, 0.33765203595980964)
('norm', (7, 0.001)), ((0.3262642740619902, -0.4351712561730745), 0.364600326264274, 0.33765203595980964)
('norm', (8, 0.01)), ((0.3278955954323002, -0.37557410406338276), 0.335236541598695, 0.33491979552265116)
('norm', (9, 0.1)), ((0.3278955954323002, -0.7681942490596095), 0.4363784665579119, 0.3860391327340032)
('norm', (7, 0.01)), ((0.33197389885807504, -0.5818719070374094), 0.365415986949429, 0.3187026264762912)
('norm', (6, 0.01)), ((0.333605220228385, -0.9337100743398282), 0.39559543230016314, 0.3644456196016217)
('norm', (5, 0.01)), ((0.3360522022838499, -0.5803820472076999), 0.4110929853181077, 0.3995240613432047)
('norm', (5, 0.001)), ((0.3376835236541599, -0.7913921067255163), 0.4013050570962479, 0.3833950290851401)
('norm', (8, 0.1)), ((0.34094616639477976, -0.6286118118473792), 0.44127243066884175, 0.4047241318526353)
('norm', (6, 1e-06)), ((0.3409461663947798, -0.8942215564690552), 0.3776508972267537, 0.36973382689934775)
('norm', (6, 0.001)), ((0.3425774877650897, -0.8536285591853079), 0.38499184339314846, 0.3724660673365062)
('norm', (5, 1e-06)), ((0.3433931484502447, -0.7773850057541217), 0.400489396411093, 0.3833950290851401)
('norm', (7, 0.1)), ((0.34420880913539964, -0.8653762977822217), 0.45187601957585644, 0.4236735413361537)
('norm', (6, 0.1)), ((0.3474714518760196, -0.8535793408717876), 0.4836867862969005, 0.41538868323638284)
('norm', (5, 0.1)), ((0.3548123980424144, -0.5706448478930751), 0.47879282218597063, 0.4045478582760444)
('raw', (8, 1.0)), ((0.3572593800978793, -0.43604067836333704), 0.4453507340946166, 0.4344573517580137)
('raw', (6, 0.01)), ((0.3605220228384992, -0.4344706295870389), 0.44045676998368677, 0.44270046720397477)
('raw', (7, 1.0)), ((0.36133768352365414, -0.39663854708478974), 0.42088091353996737, 0.44637034736827247)
('raw', (6, 1.0)), ((0.3646003262642741, -0.5121568571718433), 0.4526916802610114, 0.4484311262297627)
('raw', (7, 0.01)), ((0.367047308319739, -0.35583517902199135), 0.4274061990212072, 0.4160091464705633)
('raw', (6, 0.1)), ((0.36786296900489396, -0.46939027578696096), 0.43882544861337686, 0.4406396883424845)
('raw', (7, 0.1)), ((0.36786296900489396, -0.39128420296894845), 0.4241435562805873, 0.42586136321933177)
('raw', (7, 1e-06)), ((0.37112561174551384, -0.35175404136140004), 0.4265905383360522, 0.4238005843578415)
('raw', (7, 0.001)), ((0.3719412724306689, -0.4139200113295658), 0.4192495921696574, 0.42093525484494754)
('raw', (6, 0.001)), ((0.3727569331158238, -0.36948698682248826), 0.43800978792822187, 0.43777435882959054)
('norm', (11, 1.0)), ((0.3727569331158238, -0.6444343807025604), 0.6508972267536705, 0.4878371232152301)
('norm', (10, 1.0)), ((0.3735725938009788, -0.6421970025505002), 0.6508972267536705, 0.4851048827780716)
