('norm', (11, 0.01)), ((0.33849918433931486, -0.5865054923862975), 0.41190864600326266, 0.38391974411166035)
('norm', (9, 0.01)), ((0.3401305057096248, -0.6719141596790182), 0.41272430668841764, 0.3891829020063972)
('norm', (10, 0.01)), ((0.3401305057096248, -0.5293261612450068), 0.4094616639477977, 0.3891829020063972)
('norm', (11, 0.001)), ((0.34176182707993474, -0.7298034234876746), 0.4086460032626428, 0.3894446059901134)
('norm', (10, 0.001)), ((0.34257748776508967, -0.7277740754437725), 0.4127243066884176, 0.39470776388485024)
('norm', (9, 0.001)), ((0.3433931484502447, -0.679066142741212), 0.4094616639477977, 0.3919453329456237)
('norm', (9, 1e-06)), ((0.3450244698205547, -0.6904801357941754), 0.40783034257748774, 0.3919453329456237)
('norm', (11, 1e-06)), ((0.3450244698205547, -0.741488446305439), 0.4086460032626427, 0.3894446059901134)
('raw', (10, 0.001)), ((0.3466557911908646, -0.6097374800906934), 0.4274061990212072, 0.4388910752547116)
('raw', (9, 0.001)), ((0.3474714518760196, -0.6037548373291308), 0.4265905383360522, 0.4336000699637063)
('raw', (10, 1e-06)), ((0.3474714518760196, -0.637639609114796), 0.41272430668841764, 0.43338143338143337)
('raw', (11, 1e-06)), ((0.3474714518760196, -0.6699370192319662), 0.41190864600326266, 0.43613625431807246)
('raw', (11, 0.001)), ((0.3474714518760196, -0.6099326931209266), 0.42985318107667214, 0.4336000699637063)
('norm', (10, 1e-06)), ((0.3474714518760196, -0.7377791285319332), 0.4110929853181077, 0.39470776388485024)
('raw', (9, 1e-06)), ((0.3499184339314845, -0.6429880064378182), 0.4086460032626428, 0.4308452490270672)
('norm', (10, 0.1)), ((0.3507340946166395, -0.4575825491169748), 0.46574225122349105, 0.3808956091887177)
('norm', (11, 0.1)), ((0.3507340946166395, -0.46241644481255756), 0.46737357259380097, 0.3808956091887177)
('norm', (9, 0.1)), ((0.35154975530179444, -0.4506010078890855), 0.46574225122349105, 0.3808956091887177)
('raw', (8, 0.001)), ((0.3548123980424144, -0.65261930876121), 0.4437194127243067, 0.44396344396344395)
