('norm', 10, (0, 1, 1)), ((0.27487765089722677, -0.22461695572110119), 0.29526916802610115)
('norm', 10, (1, 1, 1)), ((0.27569331158238175, -0.30825297694737075), 0.29445350734094616)
('norm', 10, (0, 0.1, 1)), ((0.2765089722675367, -0.23294362892303105), 0.3034257748776509)
('norm', 10, (0, 10, 1)), ((0.2765089722675367, -0.30318363604720666), 0.2936378466557912)
('norm', 11, (1, 1, 1)), ((0.27732463295269166, -0.39596850636196024), 0.3034257748776509)
('norm', 10, (1, 10, 1)), ((0.2773246329526917, -0.3026725188667889), 0.29526916802610115)
('norm', 11, (0, 0.1, 1)), ((0.27895595432300163, -0.279894669754138), 0.3034257748776509)
('norm', 11, (0, 1, 1)), ((0.27895595432300163, -0.3848757748515883), 0.30424143556280586)
('norm', 11, (1, 0.1, 1)), ((0.28140293637846653, -0.3099505502858255), 0.300163132137031)
('norm', 11, (0, 10, 1)), ((0.2822185970636215, -0.26727146783613875), 0.3034257748776509)
('norm', 10, (1, 0.1, 1)), ((0.2822185970636215, -0.27937982691870655), 0.3034257748776509)
('norm', 11, (1, 10, 1)), ((0.2830342577487765, -0.283982804474217), 0.3034257748776509)
('norm', 9, (0, 1, 1)), ((0.30505709624796085, -0.5347722595600999), 0.3205546492659054)
('norm', 9, (0, 10, 1)), ((0.3058727569331158, -0.27501372393696855), 0.3197389885807504)
('norm', 9, (1, 1, 1)), ((0.3058727569331158, -0.2908423874103625), 0.3197389885807504)
('norm', 9, (1, 10, 1)), ((0.3058727569331158, -0.4767065842845426), 0.32137030995106036)
('norm', 9, (1, 0.1, 1)), ((0.3099510603588907, -0.057900357590664586), 0.3164763458401305)
('norm', 9, (0, 0.1, 1)), ((0.3107667210440457, -0.05066971762193506), 0.31729200652528544)
('norm', 11, (1, 10, 0)), ((0.4535073409461664, -0.49662224563041946), 0.5040783034257749)
('norm', 11, (1, 1, 0)), ((0.45921696574225124, -0.6734991109649209), 0.5008156606851549)
('norm', 11, (1, 0.1, 0)), ((0.46003262642740617, -0.5189191663701441), 0.5073409461663948)
('norm', 11, (0, 10, 0)), ((0.4624796084828711, -0.25054813399327036), 0.4738988580750408)
('norm', 11, (0, 0.1, 0)), ((0.46492659053833607, -0.14008381689934019), 0.49265905383360525)
('norm', 11, (0, 1, 0)), ((0.4698205546492659, -0.30822122757780884), 0.48450244698205547)
('norm', 10, (1, 10, 0)), ((0.48858075040783033, -0.6252087230594405), 0.5513866231647635)
('norm', 10, (1, 1, 0)), ((0.4902120717781403, -0.6299669574269879), 0.5473083197389886)
('norm', 10, (0, 0.1, 0)), ((0.4926590538336052, 0.040537437702741874), 0.50163132137031)
('norm', 10, (1, 0.1, 0)), ((0.4926590538336052, -0.3564744658175618), 0.5505709624796085)
('norm', 10, (0, 1, 0)), ((0.49429037520391517, 0.019400839616129706), 0.49510603588907015)
('norm', 10, (0, 10, 0)), ((0.4951060358890701, -0.05045004424235344), 0.49755301794453505)
('norm', 9, (0, 1, 0)), ((0.5097879282218597, -0.16243860851523095), 0.5481239804241436)
('norm', 9, (1, 0.1, 0)), ((0.5138662316476346, -0.5360736765236753), 0.5783034257748777)
('norm', 9, (0, 0.1, 0)), ((0.5154975530179445, -0.2030944440640262), 0.5481239804241436)
('norm', 9, (1, 1, 0)), ((0.5154975530179445, -0.572139127272405), 0.5709624796084829)
('norm', 9, (1, 10, 0)), ((0.5154975530179445, -0.5505331988289139), 0.5717781402936378)
('norm', 9, (0, 10, 0)), ((0.5171288743882545, -0.17475108625725255), 0.5424143556280587)
('raw', 'no pca', (0, 0.1, 0)), ((0.8792822185970637, -11.056853178225083), 0.9494290375203915)
('raw', 'no pca', (0, 0.1, 1)), ((0.8907014681892332, -70.3322551548481), 0.9486133768352365)
('raw', 'no pca', (0, 1, 1)), ((0.8931484502446982, -75.98775105469451), 0.9208809135399674)
('raw', 'no pca', (1, 0.1, 0)), ((0.8964110929853182, -54.9999734594021), 0.9755301794453508)
('raw', 'no pca', (1, 10, 1)), ((0.899673735725938, -0.0699973905111051), 0.9053833605220228)
('raw', 'no pca', (1, 0.1, 1)), ((0.9004893964110929, -59.466203437244985), 0.9624796084828711)
('raw', 'no pca', (1, 10, 0)), ((0.901305057096248, -5.309074766992126), 0.9355628058727569)
('raw', 'no pca', (1, 1, 1)), ((0.9045676998368679, -141.97403223056233), 0.9502446982055465)
('raw', 'no pca', (0, 1, 0)), ((0.9061990212071778, -142.22647833160931), 0.9681892332789559)
('raw', 'no pca', (0, 10, 1)), ((0.9135399673735726, -108.39783510780475), 0.9779771615008156)
('raw', 'no pca', (1, 1, 0)), ((0.9159869494290375, -118.65742752572349), 0.9461663947797716)
('raw', 'no pca', (0, 10, 0)), ((0.9233278955954323, -53.415528561827045), 0.9608482871125612)
